precinct,state,locality,geo
17-13,PA,Philadelphia,"42101-PHILADELPHIA 17-13"
17-14,PA,Philadelphia,"42101-PHILADELPHIA 17-14"
17-15,PA,Philadelphia,"42101-PHILADELPHIA 17-15"
17-16,PA,Philadelphia,"42101-PHILADELPHIA 17-16"
17-17,PA,Philadelphia,"42101-PHILADELPHIA 17-17"
17-18,PA,Philadelphia,"42101-PHILADELPHIA 17-18"
17-19,PA,Philadelphia,"42101-PHILADELPHIA 17-19"
17-20,PA,Philadelphia,"42101-PHILADELPHIA 17-20"
17-21,PA,Philadelphia,"42101-PHILADELPHIA 17-21"
17-22,PA,Philadelphia,"42101-PHILADELPHIA 17-22"
17-23,PA,Philadelphia,"42101-PHILADELPHIA 17-23"
17-24,PA,Philadelphia,"42101-PHILADELPHIA 17-24"
17-25,PA,Philadelphia,"42101-PHILADELPHIA 17-25"
17-26,PA,Philadelphia,"42101-PHILADELPHIA 17-26"
17-27,PA,Philadelphia,"42101-PHILADELPHIA 17-27"
17-28,PA,Philadelphia,"42101-PHILADELPHIA 17-28"
17-29,PA,Philadelphia,"42101-PHILADELPHIA 17-29"
"170 S COVENTRY",PA,Chester,"42029-S COVENTRY"
"175 E DOWNINGTOWN E",PA,Chester,"42029-E DOWNINGTOWN E"
18-01,PA,Philadelphia,"42101-PHILADELPHIA 18-01"
18-02,PA,Philadelphia,"42101-PHILADELPHIA 18-02"
18-03,PA,Philadelphia,"42101-PHILADELPHIA 18-03"
18-04,PA,Philadelphia,"42101-PHILADELPHIA 18-04"
18-05,PA,Philadelphia,"42101-PHILADELPHIA 18-05"
18-06,PA,Philadelphia,"42101-PHILADELPHIA 18-06"
18-07,PA,Philadelphia,"42101-PHILADELPHIA 18-07"
18-08,PA,Philadelphia,"42101-PHILADELPHIA 18-08"
18-09,PA,Philadelphia,"42101-PHILADELPHIA 18-09"
18-10,PA,Philadelphia,"42101-PHILADELPHIA 18-10"
18-11,PA,Philadelphia,"42101-PHILADELPHIA 18-11"
18-12,PA,Philadelphia,"42101-PHILADELPHIA 18-12"
18-13,PA,Philadelphia,"42101-PHILADELPHIA 18-13"
18-14,PA,Philadelphia,"42101-PHILADELPHIA 18-14"
18-15,PA,Philadelphia,"42101-PHILADELPHIA 18-15"
18-16,PA,Philadelphia,"42101-PHILADELPHIA 18-16"
18-17,PA,Philadelphia,"42101-PHILADELPHIA 18-17"
18-18,PA,Philadelphia,"42101-PHILADELPHIA 18-18"
18-19,PA,Philadelphia,"42101-PHILADELPHIA 18-19"
"180 E DOWNINGTOWN W",PA,Chester,"42029-E DOWNINGTOWN W"
"185 W DOWNINGTOWN N",PA,Chester,"42029-W DOWNINGTOWN N"
19-01,PA,Philadelphia,"42101-PHILADELPHIA 19-01"
19-02,PA,Philadelphia,"42101-PHILADELPHIA 19-02"
19-03,PA,Philadelphia,"42101-PHILADELPHIA 19-03"
19-04,PA,Philadelphia,"42101-PHILADELPHIA 19-04"
19-05,PA,Philadelphia,"42101-PHILADELPHIA 19-05"
19-06,PA,Philadelphia,"42101-PHILADELPHIA 19-06"
19-07,PA,Philadelphia,"42101-PHILADELPHIA 19-07"
19-08,PA,Philadelphia,"42101-PHILADELPHIA 19-08"
19-09,PA,Philadelphia,"42101-PHILADELPHIA 19-09"
19-10,PA,Philadelphia,"42101-PHILADELPHIA 19-10"
19-11,PA,Philadelphia,"42101-PHILADELPHIA 19-11"
19-12,PA,Philadelphia,"42101-PHILADELPHIA 19-12"
19-13,PA,Philadelphia,"42101-PHILADELPHIA 19-13"
19-14,PA,Philadelphia,"42101-PHILADELPHIA 19-14"
19-15,PA,Philadelphia,"42101-PHILADELPHIA 19-15"
19-16,PA,Philadelphia,"42101-PHILADELPHIA 19-16"
19-17,PA,Philadelphia,"42101-PHILADELPHIA 19-17"
19-18,PA,Philadelphia,"42101-PHILADELPHIA 19-18"
19-19,PA,Philadelphia,"42101-PHILADELPHIA 19-19"
"190 W DOWNINGTOWN S",PA,Chester,"42029-W DOWNINGTOWN S"
"195 EASTTOWN 1",PA,Chester,"42029-EASTTOWN 1"
"198 EASTTOWN 2",PA,Chester,"42029-EASTTOWN 2"
20-01,PA,Philadelphia,"42101-PHILADELPHIA 20-01"
20-02,PA,Philadelphia,"42101-PHILADELPHIA 20-02"
20-03,PA,Philadelphia,"42101-PHILADELPHIA 20-03"
20-04,PA,Philadelphia,"42101-PHILADELPHIA 20-04"
20-05,PA,Philadelphia,"42101-PHILADELPHIA 20-05"
20-06,PA,Philadelphia,"42101-PHILADELPHIA 20-06"
20-07,PA,Philadelphia,"42101-PHILADELPHIA 20-07"
20-08,PA,Philadelphia,"42101-PHILADELPHIA 20-08"
20-09,PA,Philadelphia,"42101-PHILADELPHIA 20-09"
20-10,PA,Philadelphia,"42101-PHILADELPHIA 20-10"
20-11,PA,Philadelphia,"42101-PHILADELPHIA 20-11"
"201 EASTTOWN 3",PA,Chester,"42029-EASTTOWN 3"
"204 EASTTOWN 4",PA,Chester,"42029-EASTTOWN 4"
"207 EASTTOWN 5",PA,Chester,"42029-EASTTOWN 5"
21-01,PA,Philadelphia,"42101-PHILADELPHIA 21-01"
21-02,PA,Philadelphia,"42101-PHILADELPHIA 21-02"
21-03,PA,Philadelphia,"42101-PHILADELPHIA 21-03"
21-04,PA,Philadelphia,"42101-PHILADELPHIA 21-04"
21-05,PA,Philadelphia,"42101-PHILADELPHIA 21-05"
21-06,PA,Philadelphia,"42101-PHILADELPHIA 21-06"
21-07,PA,Philadelphia,"42101-PHILADELPHIA 21-07"
21-08,PA,Philadelphia,"42101-PHILADELPHIA 21-08"
21-09,PA,Philadelphia,"42101-PHILADELPHIA 21-09"
21-10,PA,Philadelphia,"42101-PHILADELPHIA 21-10"
21-11,PA,Philadelphia,"42101-PHILADELPHIA 21-11"
21-12,PA,Philadelphia,"42101-PHILADELPHIA 21-12"
21-13,PA,Philadelphia,"42101-PHILADELPHIA 21-13"
21-14,PA,Philadelphia,"42101-PHILADELPHIA 21-14"
21-15,PA,Philadelphia,"42101-PHILADELPHIA 21-15"
21-16,PA,Philadelphia,"42101-PHILADELPHIA 21-16"
21-17,PA,Philadelphia,"42101-PHILADELPHIA 21-17"
21-18,PA,Philadelphia,"42101-PHILADELPHIA 21-18"
21-19,PA,Philadelphia,"42101-PHILADELPHIA 21-19"
21-20,PA,Philadelphia,"42101-PHILADELPHIA 21-20"
21-21,PA,Philadelphia,"42101-PHILADELPHIA 21-21"
21-22,PA,Philadelphia,"42101-PHILADELPHIA 21-22"
21-23,PA,Philadelphia,"42101-PHILADELPHIA 21-23"
21-24,PA,Philadelphia,"42101-PHILADELPHIA 21-24"
21-25,PA,Philadelphia,"42101-PHILADELPHIA 21-25"
21-26,PA,Philadelphia,"42101-PHILADELPHIA 21-26"
21-27,PA,Philadelphia,"42101-PHILADELPHIA 21-27"
21-28,PA,Philadelphia,"42101-PHILADELPHIA 21-28"
21-29,PA,Philadelphia,"42101-PHILADELPHIA 21-29"
21-30,PA,Philadelphia,"42101-PHILADELPHIA 21-30"
21-31,PA,Philadelphia,"42101-PHILADELPHIA 21-31"
21-32,PA,Philadelphia,"42101-PHILADELPHIA 21-32"
21-33,PA,Philadelphia,"42101-PHILADELPHIA 21-33"
21-34,PA,Philadelphia,"42101-PHILADELPHIA 21-34"
21-35,PA,Philadelphia,"42101-PHILADELPHIA 21-35"
21-36,PA,Philadelphia,"42101-PHILADELPHIA 21-36"
21-37,PA,Philadelphia,"42101-PHILADELPHIA 21-37"
21-38,PA,Philadelphia,"42101-PHILADELPHIA 21-38"
21-39,PA,Philadelphia,"42101-PHILADELPHIA 21-39"
21-40,PA,Philadelphia,"42101-PHILADELPHIA 21-40"
21-41,PA,Philadelphia,"42101-PHILADELPHIA 21-41"
21-42,PA,Philadelphia,"42101-PHILADELPHIA 21-42"
21-43,PA,Philadelphia,"42101-PHILADELPHIA 21-43"
21-44,PA,Philadelphia,"42101-PHILADELPHIA 21-44"
21-45,PA,Philadelphia,"42101-PHILADELPHIA 21-45"
"210 EASTTOWN 6",PA,Chester,"42029-EASTTOWN 6"
"213 EASTTOWN 7",PA,Chester,"42029-EASTTOWN 7"
"215 ELK",PA,Chester,42029-ELK
22-01,PA,Philadelphia,"42101-PHILADELPHIA 22-01"
22-02,PA,Philadelphia,"42101-PHILADELPHIA 22-02"
22-03,PA,Philadelphia,"42101-PHILADELPHIA 22-03"
22-04,PA,Philadelphia,"42101-PHILADELPHIA 22-04"
22-05,PA,Philadelphia,"42101-PHILADELPHIA 22-05"
22-06,PA,Philadelphia,"42101-PHILADELPHIA 22-06"
22-07,PA,Philadelphia,"42101-PHILADELPHIA 22-07"
22-08,PA,Philadelphia,"42101-PHILADELPHIA 22-08"
22-09,PA,Philadelphia,"42101-PHILADELPHIA 22-09"
22-10,PA,Philadelphia,"42101-PHILADELPHIA 22-10"
22-11,PA,Philadelphia,"42101-PHILADELPHIA 22-11"
22-12,PA,Philadelphia,"42101-PHILADELPHIA 22-12"
22-13,PA,Philadelphia,"42101-PHILADELPHIA 22-13"
22-14,PA,Philadelphia,"42101-PHILADELPHIA 22-14"
22-15,PA,Philadelphia,"42101-PHILADELPHIA 22-15"
22-16,PA,Philadelphia,"42101-PHILADELPHIA 22-16"
22-17,PA,Philadelphia,"42101-PHILADELPHIA 22-17"
22-18,PA,Philadelphia,"42101-PHILADELPHIA 22-18"
22-19,PA,Philadelphia,"42101-PHILADELPHIA 22-19"
22-20,PA,Philadelphia,"42101-PHILADELPHIA 22-20"
22-21,PA,Philadelphia,"42101-PHILADELPHIA 22-21"
22-22,PA,Philadelphia,"42101-PHILADELPHIA 22-22"
22-23,PA,Philadelphia,"42101-PHILADELPHIA 22-23"
22-24,PA,Philadelphia,"42101-PHILADELPHIA 22-24"
22-25,PA,Philadelphia,"42101-PHILADELPHIA 22-25"
22-26,PA,Philadelphia,"42101-PHILADELPHIA 22-26"
22-27,PA,Philadelphia,"42101-PHILADELPHIA 22-27"
22-28,PA,Philadelphia,"42101-PHILADELPHIA 22-28"
22-29,PA,Philadelphia,"42101-PHILADELPHIA 22-29"
"220 ELVERSON",PA,Chester,42029-ELVERSON
"225 E FALLOWFIELD E",PA,Chester,"42029-E FALLOWFIELD E"
23-01,PA,Philadelphia,"42101-PHILADELPHIA 23-01"
23-02,PA,Philadelphia,"42101-PHILADELPHIA 23-02"
23-03,PA,Philadelphia,"42101-PHILADELPHIA 23-03"
23-04,PA,Philadelphia,"42101-PHILADELPHIA 23-04"
23-05,PA,Philadelphia,"42101-PHILADELPHIA 23-05"
23-06,PA,Philadelphia,"42101-PHILADELPHIA 23-06"
23-07,PA,Philadelphia,"42101-PHILADELPHIA 23-07"
23-08,PA,Philadelphia,"42101-PHILADELPHIA 23-08"
23-09,PA,Philadelphia,"42101-PHILADELPHIA 23-09"
23-10,PA,Philadelphia,"42101-PHILADELPHIA 23-10"
23-11,PA,Philadelphia,"42101-PHILADELPHIA 23-11"
23-12,PA,Philadelphia,"42101-PHILADELPHIA 23-12"
23-13,PA,Philadelphia,"42101-PHILADELPHIA 23-13"
23-14,PA,Philadelphia,"42101-PHILADELPHIA 23-14"
23-15,PA,Philadelphia,"42101-PHILADELPHIA 23-15"
23-16,PA,Philadelphia,"42101-PHILADELPHIA 23-16"
23-17,PA,Philadelphia,"42101-PHILADELPHIA 23-17"
23-18,PA,Philadelphia,"42101-PHILADELPHIA 23-18"
23-19,PA,Philadelphia,"42101-PHILADELPHIA 23-19"
23-20,PA,Philadelphia,"42101-PHILADELPHIA 23-20"
23-21,PA,Philadelphia,"42101-PHILADELPHIA 23-21"
23-22,PA,Philadelphia,"42101-PHILADELPHIA 23-22"
23-23,PA,Philadelphia,"42101-PHILADELPHIA 23-23"
"230 E FALLOWFIELD W",PA,Chester,"42029-E FALLOWFIELD W"
"235 W FALLOWFIELD",PA,Chester,"42029-W FALLOWFIELD"
24-01,PA,Philadelphia,"42101-PHILADELPHIA 24-01"
24-02,PA,Philadelphia,"42101-PHILADELPHIA 24-02"
24-03,PA,Philadelphia,"42101-PHILADELPHIA 24-03"
24-04,PA,Philadelphia,"42101-PHILADELPHIA 24-04"
24-05,PA,Philadelphia,"42101-PHILADELPHIA 24-05"
24-06,PA,Philadelphia,"42101-PHILADELPHIA 24-06"
24-07,PA,Philadelphia,"42101-PHILADELPHIA 24-07"
24-08,PA,Philadelphia,"42101-PHILADELPHIA 24-08"
24-09,PA,Philadelphia,"42101-PHILADELPHIA 24-09"
24-10,PA,Philadelphia,"42101-PHILADELPHIA 24-10"
24-11,PA,Philadelphia,"42101-PHILADELPHIA 24-11"
24-12,PA,Philadelphia,"42101-PHILADELPHIA 24-12"
24-13,PA,Philadelphia,"42101-PHILADELPHIA 24-13"
24-14,PA,Philadelphia,"42101-PHILADELPHIA 24-14"
24-15,PA,Philadelphia,"42101-PHILADELPHIA 24-15"
24-16,PA,Philadelphia,"42101-PHILADELPHIA 24-16"
24-17,PA,Philadelphia,"42101-PHILADELPHIA 24-17"
24-18,PA,Philadelphia,"42101-PHILADELPHIA 24-18"
24-19,PA,Philadelphia,"42101-PHILADELPHIA 24-19"
"240 FRANKLIN",PA,Chester,42029-FRANKLIN
"243 E GOSHEN 1",PA,Chester,"42029-E GOSHEN 1"
"244 E GOSHEN 2",PA,Chester,"42029-E GOSHEN 2"
"245 E GOSHEN 3",PA,Chester,"42029-E GOSHEN 3"
"246 E GOSHEN 4",PA,Chester,"42029-E GOSHEN 4"
"247 E GOSHEN 5",PA,Chester,"42029-E GOSHEN 5"
"248 E GOSHEN 6",PA,Chester,"42029-E GOSHEN 6"
"249 E GOSHEN 7",PA,Chester,"42029-E GOSHEN 7"
25-01,PA,Philadelphia,"42101-PHILADELPHIA 25-01"
25-02,PA,Philadelphia,"42101-PHILADELPHIA 25-02"
25-03,PA,Philadelphia,"42101-PHILADELPHIA 25-03"
25-04,PA,Philadelphia,"42101-PHILADELPHIA 25-04"
25-05,PA,Philadelphia,"42101-PHILADELPHIA 25-05"
25-06,PA,Philadelphia,"42101-PHILADELPHIA 25-06"
25-07,PA,Philadelphia,"42101-PHILADELPHIA 25-07"
25-08,PA,Philadelphia,"42101-PHILADELPHIA 25-08"
25-09,PA,Philadelphia,"42101-PHILADELPHIA 25-09"
25-10,PA,Philadelphia,"42101-PHILADELPHIA 25-10"
25-11,PA,Philadelphia,"42101-PHILADELPHIA 25-11"
25-12,PA,Philadelphia,"42101-PHILADELPHIA 25-12"
25-13,PA,Philadelphia,"42101-PHILADELPHIA 25-13"
25-14,PA,Philadelphia,"42101-PHILADELPHIA 25-14"
25-15,PA,Philadelphia,"42101-PHILADELPHIA 25-15"
25-16,PA,Philadelphia,"42101-PHILADELPHIA 25-16"
25-17,PA,Philadelphia,"42101-PHILADELPHIA 25-17"
25-18,PA,Philadelphia,"42101-PHILADELPHIA 25-18"
25-19,PA,Philadelphia,"42101-PHILADELPHIA 25-19"
25-20,PA,Philadelphia,"42101-PHILADELPHIA 25-20"
25-21,PA,Philadelphia,"42101-PHILADELPHIA 25-21"
25-22,PA,Philadelphia,"42101-PHILADELPHIA 25-22"
25-23,PA,Philadelphia,"42101-PHILADELPHIA 25-23"
25-24,PA,Philadelphia,"42101-PHILADELPHIA 25-24"
"250 E GOSHEN 8",PA,Chester,"42029-E GOSHEN 8"
"251 E GOSHEN 9",PA,Chester,"42029-E GOSHEN 9"
"255 W GOSHEN N-1",PA,Chester,"42029-W GOSHEN N-1"
26-01,PA,Philadelphia,"42101-PHILADELPHIA 26-01"
26-02,PA,Philadelphia,"42101-PHILADELPHIA 26-02"
26-03,PA,Philadelphia,"42101-PHILADELPHIA 26-03"
26-04,PA,Philadelphia,"42101-PHILADELPHIA 26-04"
26-05,PA,Philadelphia,"42101-PHILADELPHIA 26-05"
26-06,PA,Philadelphia,"42101-PHILADELPHIA 26-06"
26-07,PA,Philadelphia,"42101-PHILADELPHIA 26-07"
26-08,PA,Philadelphia,"42101-PHILADELPHIA 26-08"
26-09,PA,Philadelphia,"42101-PHILADELPHIA 26-09"
26-10,PA,Philadelphia,"42101-PHILADELPHIA 26-10"
26-11,PA,Philadelphia,"42101-PHILADELPHIA 26-11"
26-12,PA,Philadelphia,"42101-PHILADELPHIA 26-12"
26-13,PA,Philadelphia,"42101-PHILADELPHIA 26-13"
26-14,PA,Philadelphia,"42101-PHILADELPHIA 26-14"
26-15,PA,Philadelphia,"42101-PHILADELPHIA 26-15"
26-16,PA,Philadelphia,"42101-PHILADELPHIA 26-16"
26-17,PA,Philadelphia,"42101-PHILADELPHIA 26-17"
26-18,PA,Philadelphia,"42101-PHILADELPHIA 26-18"
26-19,PA,Philadelphia,"42101-PHILADELPHIA 26-19"
26-20,PA,Philadelphia,"42101-PHILADELPHIA 26-20"
26-21,PA,Philadelphia,"42101-PHILADELPHIA 26-21"
26-22,PA,Philadelphia,"42101-PHILADELPHIA 26-22"
26-23,PA,Philadelphia,"42101-PHILADELPHIA 26-23"
"260 W GOSHEN N-2",PA,Chester,"42029-W GOSHEN N-2"
"261 W GOSHEN N-3",PA,Chester,"42029-W GOSHEN N-3"
"262 W GOSHEN N-4",PA,Chester,"42029-W GOSHEN N-4"
"265 W GOSHEN M-1",PA,Chester,"42029-W GOSHEN M-1"
27-01,PA,Philadelphia,"42101-PHILADELPHIA 27-01"
27-02,PA,Philadelphia,"42101-PHILADELPHIA 27-02"
27-03,PA,Philadelphia,"42101-PHILADELPHIA 27-03"
27-04,PA,Philadelphia,"42101-PHILADELPHIA 27-04"
27-05,PA,Philadelphia,"42101-PHILADELPHIA 27-05"
27-06,PA,Philadelphia,"42101-PHILADELPHIA 27-06"
27-07,PA,Philadelphia,"42101-PHILADELPHIA 27-07"
27-08,PA,Philadelphia,"42101-PHILADELPHIA 27-08"
27-09,PA,Philadelphia,"42101-PHILADELPHIA 27-09"
27-10,PA,Philadelphia,"42101-PHILADELPHIA 27-10"
27-11,PA,Philadelphia,"42101-PHILADELPHIA 27-11"
27-12,PA,Philadelphia,"42101-PHILADELPHIA 27-12"
27-13,PA,Philadelphia,"42101-PHILADELPHIA 27-13"
27-14,PA,Philadelphia,"42101-PHILADELPHIA 27-14"
27-15,PA,Philadelphia,"42101-PHILADELPHIA 27-15"
27-16,PA,Philadelphia,"42101-PHILADELPHIA 27-16"
27-17,PA,Philadelphia,"42101-PHILADELPHIA 27-17"
27-18,PA,Philadelphia,"42101-PHILADELPHIA 27-18"
27-19,PA,Philadelphia,"42101-PHILADELPHIA 27-19"
27-20,PA,Philadelphia,"42101-PHILADELPHIA 27-20"
27-21,PA,Philadelphia,"42101-PHILADELPHIA 27-21"
27-22,PA,Philadelphia,"42101-PHILADELPHIA 27-22"
27-23,PA,Philadelphia,"42101-PHILADELPHIA 27-23"
"270 W GOSHEN M-2",PA,Chester,"42029-W GOSHEN M-2"
"275 W GOSHEN S-1",PA,Chester,"42029-W GOSHEN S-1"
28-01,PA,Philadelphia,"42101-PHILADELPHIA 28-01"
28-02,PA,Philadelphia,"42101-PHILADELPHIA 28-02"
28-03,PA,Philadelphia,"42101-PHILADELPHIA 28-03"
28-04,PA,Philadelphia,"42101-PHILADELPHIA 28-04"
28-05,PA,Philadelphia,"42101-PHILADELPHIA 28-05"
28-06,PA,Philadelphia,"42101-PHILADELPHIA 28-06"
28-07,PA,Philadelphia,"42101-PHILADELPHIA 28-07"
28-08,PA,Philadelphia,"42101-PHILADELPHIA 28-08"
28-09,PA,Philadelphia,"42101-PHILADELPHIA 28-09"
28-10,PA,Philadelphia,"42101-PHILADELPHIA 28-10"
28-11,PA,Philadelphia,"42101-PHILADELPHIA 28-11"
28-12,PA,Philadelphia,"42101-PHILADELPHIA 28-12"
28-13,PA,Philadelphia,"42101-PHILADELPHIA 28-13"
28-14,PA,Philadelphia,"42101-PHILADELPHIA 28-14"
28-15,PA,Philadelphia,"42101-PHILADELPHIA 28-15"
28-16,PA,Philadelphia,"42101-PHILADELPHIA 28-16"
28-17,PA,Philadelphia,"42101-PHILADELPHIA 28-17"
28-18,PA,Philadelphia,"42101-PHILADELPHIA 28-18"
"280 W GOSHEN S-2",PA,Chester,"42029-W GOSHEN S-2"
"285 W GOSHEN S-3",PA,Chester,"42029-W GOSHEN S-3"
"286 W GOSHEN S-4",PA,Chester,"42029-W GOSHEN S-4"
29-01,PA,Philadelphia,"42101-PHILADELPHIA 29-01"
29-02,PA,Philadelphia,"42101-PHILADELPHIA 29-02"
29-03,PA,Philadelphia,"42101-PHILADELPHIA 29-03"
29-04,PA,Philadelphia,"42101-PHILADELPHIA 29-04"
29-05,PA,Philadelphia,"42101-PHILADELPHIA 29-05"
29-06,PA,Philadelphia,"42101-PHILADELPHIA 29-06"
29-07,PA,Philadelphia,"42101-PHILADELPHIA 29-07"
29-08,PA,Philadelphia,"42101-PHILADELPHIA 29-08"
29-09,PA,Philadelphia,"42101-PHILADELPHIA 29-09"
29-10,PA,Philadelphia,"42101-PHILADELPHIA 29-10"
29-11,PA,Philadelphia,"42101-PHILADELPHIA 29-11"
29-12,PA,Philadelphia,"42101-PHILADELPHIA 29-12"
29-13,PA,Philadelphia,"42101-PHILADELPHIA 29-13"
29-14,PA,Philadelphia,"42101-PHILADELPHIA 29-14"
29-15,PA,Philadelphia,"42101-PHILADELPHIA 29-15"
29-16,PA,Philadelphia,"42101-PHILADELPHIA 29-16"
29-17,PA,Philadelphia,"42101-PHILADELPHIA 29-17"
29-18,PA,Philadelphia,"42101-PHILADELPHIA 29-18"
"290 HIGHLAND",PA,Chester,42029-HIGHLAND
"295 HONEY BROOK BORO",PA,Chester,"42029-HONEY BROOK BORO"
30-01,PA,Philadelphia,"42101-PHILADELPHIA 30-01"
30-02,PA,Philadelphia,"42101-PHILADELPHIA 30-02"
30-03,PA,Philadelphia,"42101-PHILADELPHIA 30-03"
30-04,PA,Philadelphia,"42101-PHILADELPHIA 30-04"
30-05,PA,Philadelphia,"42101-PHILADELPHIA 30-05"
30-06,PA,Philadelphia,"42101-PHILADELPHIA 30-06"
30-07,PA,Philadelphia,"42101-PHILADELPHIA 30-07"
30-08,PA,Philadelphia,"42101-PHILADELPHIA 30-08"
30-09,PA,Philadelphia,"42101-PHILADELPHIA 30-09"
30-10,PA,Philadelphia,"42101-PHILADELPHIA 30-10"
30-11,PA,Philadelphia,"42101-PHILADELPHIA 30-11"
30-12,PA,Philadelphia,"42101-PHILADELPHIA 30-12"
30-13,PA,Philadelphia,"42101-PHILADELPHIA 30-13"
30-14,PA,Philadelphia,"42101-PHILADELPHIA 30-14"
30-15,PA,Philadelphia,"42101-PHILADELPHIA 30-15"
30-16,PA,Philadelphia,"42101-PHILADELPHIA 30-16"
30-17,PA,Philadelphia,"42101-PHILADELPHIA 30-17"
"300 HONEYBROOK TWP 1",PA,Chester,"42029-HONEYBROOK TWP 1"
"301 HONEYBROOK TWP 2",PA,Chester,"42029-HONEYBROOK TWP 2"
"305 KENNETT SQ. N",PA,Chester,"42029-KENNETT SQ N"
31-01,PA,Philadelphia,"42101-PHILADELPHIA 31-01"
31-02,PA,Philadelphia,"42101-PHILADELPHIA 31-02"
31-03,PA,Philadelphia,"42101-PHILADELPHIA 31-03"
31-04,PA,Philadelphia,"42101-PHILADELPHIA 31-04"
31-05,PA,Philadelphia,"42101-PHILADELPHIA 31-05"
31-06,PA,Philadelphia,"42101-PHILADELPHIA 31-06"
31-07,PA,Philadelphia,"42101-PHILADELPHIA 31-07"
31-08,PA,Philadelphia,"42101-PHILADELPHIA 31-08"
31-09,PA,Philadelphia,"42101-PHILADELPHIA 31-09"
31-10,PA,Philadelphia,"42101-PHILADELPHIA 31-10"
31-11,PA,Philadelphia,"42101-PHILADELPHIA 31-11"
31-12,PA,Philadelphia,"42101-PHILADELPHIA 31-12"
31-13,PA,Philadelphia,"42101-PHILADELPHIA 31-13"
31-14,PA,Philadelphia,"42101-PHILADELPHIA 31-14"
31-15,PA,Philadelphia,"42101-PHILADELPHIA 31-15"
31-16,PA,Philadelphia,"42101-PHILADELPHIA 31-16"
31-17,PA,Philadelphia,"42101-PHILADELPHIA 31-17"
31-18,PA,Philadelphia,"42101-PHILADELPHIA 31-18"
31-19,PA,Philadelphia,"42101-PHILADELPHIA 31-19"
"310 KENNETT SQ. S-1",PA,Chester,"42029-KENNETT SQ S-1"
"315 KENNETT SQ. S-2",PA,Chester,"42029-KENNETT SQ S-2"
32-01,PA,Philadelphia,"42101-PHILADELPHIA 32-01"
32-02,PA,Philadelphia,"42101-PHILADELPHIA 32-02"
32-03,PA,Philadelphia,"42101-PHILADELPHIA 32-03"
32-04,PA,Philadelphia,"42101-PHILADELPHIA 32-04"
32-05,PA,Philadelphia,"42101-PHILADELPHIA 32-05"
32-06,PA,Philadelphia,"42101-PHILADELPHIA 32-06"
32-07,PA,Philadelphia,"42101-PHILADELPHIA 32-07"
32-08,PA,Philadelphia,"42101-PHILADELPHIA 32-08"
32-09,PA,Philadelphia,"42101-PHILADELPHIA 32-09"
32-10,PA,Philadelphia,"42101-PHILADELPHIA 32-10"
32-11,PA,Philadelphia,"42101-PHILADELPHIA 32-11"
32-12,PA,Philadelphia,"42101-PHILADELPHIA 32-12"
32-13,PA,Philadelphia,"42101-PHILADELPHIA 32-13"
32-14,PA,Philadelphia,"42101-PHILADELPHIA 32-14"
32-15,PA,Philadelphia,"42101-PHILADELPHIA 32-15"
32-16,PA,Philadelphia,"42101-PHILADELPHIA 32-16"
32-17,PA,Philadelphia,"42101-PHILADELPHIA 32-17"
32-18,PA,Philadelphia,"42101-PHILADELPHIA 32-18"
32-19,PA,Philadelphia,"42101-PHILADELPHIA 32-19"
32-20,PA,Philadelphia,"42101-PHILADELPHIA 32-20"
32-21,PA,Philadelphia,"42101-PHILADELPHIA 32-21"
32-22,PA,Philadelphia,"42101-PHILADELPHIA 32-22"
32-23,PA,Philadelphia,"42101-PHILADELPHIA 32-23"
32-24,PA,Philadelphia,"42101-PHILADELPHIA 32-24"
32-25,PA,Philadelphia,"42101-PHILADELPHIA 32-25"
32-26,PA,Philadelphia,"42101-PHILADELPHIA 32-26"
32-27,PA,Philadelphia,"42101-PHILADELPHIA 32-27"
32-28,PA,Philadelphia,"42101-PHILADELPHIA 32-28"
32-29,PA,Philadelphia,"42101-PHILADELPHIA 32-29"
32-30,PA,Philadelphia,"42101-PHILADELPHIA 32-30"
32-31,PA,Philadelphia,"42101-PHILADELPHIA 32-31"
"320 KENNETT TWP-1",PA,Chester,"42029-KENNETT TWP 1"
"325 KENNETT TWP-2",PA,Chester,"42029-KENNETT TWP 2"
"328 KENNETT TWP-3",PA,Chester,"42029-KENNETT TWP 3"
"329 KENNETT TWP-4",PA,Chester,"42029-KENNETT TWP 4"
33-01,PA,Philadelphia,"42101-PHILADELPHIA 33-01"
33-02,PA,Philadelphia,"42101-PHILADELPHIA 33-02"
33-03,PA,Philadelphia,"42101-PHILADELPHIA 33-03"
33-04,PA,Philadelphia,"42101-PHILADELPHIA 33-04"
33-05,PA,Philadelphia,"42101-PHILADELPHIA 33-05"
33-06,PA,Philadelphia,"42101-PHILADELPHIA 33-06"
33-07,PA,Philadelphia,"42101-PHILADELPHIA 33-07"
33-08,PA,Philadelphia,"42101-PHILADELPHIA 33-08"
33-09,PA,Philadelphia,"42101-PHILADELPHIA 33-09"
33-10,PA,Philadelphia,"42101-PHILADELPHIA 33-10"
33-11,PA,Philadelphia,"42101-PHILADELPHIA 33-11"
33-12,PA,Philadelphia,"42101-PHILADELPHIA 33-12"
33-13,PA,Philadelphia,"42101-PHILADELPHIA 33-13"
33-14,PA,Philadelphia,"42101-PHILADELPHIA 33-14"
33-15,PA,Philadelphia,"42101-PHILADELPHIA 33-15"
33-16,PA,Philadelphia,"42101-PHILADELPHIA 33-16"
